target,test_dataset,document,real_value,pred_value
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_190000/NOD_combined_190000.dl,6.662999999999999,7.330941760002604
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_20000/NOD_combined_20000.dl,1.3322666666666667,1.5936963026053506
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_200000/NOD_combined_200000.dl,7.9982,8.309636705051041
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_210000/NOD_combined_210000.dl,8.3339,8.391323138548593
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_220000/NOD_combined_220000.dl,9.669133333333333,8.844949482631005
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_230000/NOD_combined_230000.dl,8.999366666666667,9.4106941580713
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_240000/NOD_combined_240000.dl,9.668033333333334,9.701666477544578
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_250000/NOD_combined_250000.dl,9.998233333333333,9.545751829743926
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_30000/NOD_combined_30000.dl,0.6667,1.600878223347089
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_40000/NOD_combined_40000.dl,1.9979000000000002,2.1678286264521445
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_50000/NOD_combined_50000.dl,2.3367333333333336,2.626593922414004
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_60000/NOD_combined_60000.dl,2.6648,3.036464371329984
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_70000/NOD_combined_70000.dl,3.3334333333333332,3.4782180931066353
